id,label,degree,community,x,y,z
NYStaveandFilm,10058,3,4,-367.067841,-1310.053345,531.258362
SharetheBern,10059,6,1,523.800598,668.183228,-198.766068
MarcieDreyer,10064,3,4,-90.404678,-1007.476074,467.266998
SpaceCheef,10073,6,1,688.612793,842.742737,-535.539063
josephine73,10082,4,2,503.539093,-683.929504,-633.965759
jaycamikenGL,10083,4,1,602.917053,683.203003,-185.676239
NAInfidels,10089,3,0,-1138.962769,-1151.693726,615.304504
Gr8tRight,10096,3,0,-898.009888,-1124.969482,602.198486
GlockLady,10106,3,4,36.228485,-1440.341309,650.447388
truthout,10122,3,1,192.915573,355.908173,-261.411407
MixedPancake,10123,6,1,409.296844,877.167542,-321.686432
DJDynamicNC,10127,4,1,288.510681,774.045532,-301.271454
Faye0226,10130,3,0,-1093.11499,-1032.77771,285.703705
ztrak5050,10131,3,1,-560.865784,-617.649597,312.332123
BernieBus2016,10132,3,2,314.667206,979.893677,-305.461639
CTO1ChipNagel,10137,4,2,558.859863,-539.470459,-684.432983
52311b55a20c482,10150,3,0,-1031.321411,-1165.077881,741.413269
righteoustruth1,10154,3,0,-964.382996,-995.65387,295.661652
inspiteoffires,10158,9,1,503.314148,1008.642334,-368.807098
AtBestIsKorny,10159,4,1,598.569336,995.877136,-344.086487
amesters1,10165,3,1,409.168335,428.007965,-321.084656
rafealcuzr66,10168,3,4,57.97546,-1281.991821,700.462097
ProPublica,10174,4,2,429.26474,317.013367,-502.387299
BarbaraB777,10180,3,0,-623.174622,-1142.146484,783.834595
cbinflux,10183,4,4,267.858185,-1160.621704,312.818848
IAmFreedomMan,10205,7,0,-748.597168,-791.165466,363.57782
g4h1o5j4f8,10209,3,1,172.264267,396.475189,-200.074677
losthokie,10215,3,0,-1067.877441,-816.886292,360.91333
BentleyforTrump,10218,6,0,-851.84082,-1208.709473,498.442963
Guardian_Elite,10224,3,6,-497.668732,-833.740967,671.615051
berniesanders94,10231,3,1,416.815796,866.744446,-578.043579
ktnicoll87,10239,10,2,307.536346,600.547119,-335.529327
TheDonkeyWheel,10241,3,1,657.807007,875.041382,-557.046814
sionainn___,10252,3,1,720.46051,572.870239,-445.075195
HillaryforNV,10275,6,2,549.384094,-644.146851,-643.225525
joe1t93,10277,3,1,101.750397,845.140381,-329.839325
jerrysremodeli1,10285,5,0,-1130.884521,-905.773438,609.288086
tcotlatino,10288,3,4,184.658508,-1325.004272,607.402832
larryelder,10289,3,4,217.867004,-1332.671265,526.096497
coralteach,10303,7,1,238.530197,1072.297974,-372.917938
jackiebullivant,10326,4,0,-841.770813,-875.877319,713.739075
docwindprod,10328,3,1,480.258148,744.523682,-68.435768
R_del_Mar,10331,4,0,-994.080627,-1013.973694,354.490723
GGbear66,10348,3,6,-625.347046,-881.904663,508.434875
003a04f8c2054b7,10372,8,0,-925.788391,-1186.727661,675.179749
Rteefact,10374,4,2,493.567047,-744.804016,-737.620117
IamCeciliaC,10383,4,1,244.241318,830.418884,-628.318848
bvest703,10391,3,4,-20.068916,-1320.178711,722.651917
GregoryTapis,10392,3,4,-60.254074,-1355.297729,811.919006
libertypoints,10394,4,0,-430.750763,-728.104309,270.533783
TVineberg,10396,5,1,602.479004,647.338867,-205.423721
GVENTS,10399,3,1,188.50325,750.283203,-37.768375
stevenoh88,10420,3,1,598.770081,488.843781,-543.849304
DByo,10429,5,0,189.134979,470.50647,-365.445679
TigerWPack,10433,3,0,-623.35199,-1110.646851,701.089661
HansCameron3,10437,3,1,401.474457,1129.092651,-657.18042
evspaugy,10440,9,1,558.595337,838.731323,-228.24794
americonsumer,10444,6,1,338.690552,564.264282,-511.50885
Gianluca_1970,10467,3,0,-1014.279968,-912.131042,277.28656
CDHill9,10469,3,1,605.43573,861.804932,-44.721786
danielysebasti,10472,3,2,633.176208,-631.106628,-708.051697
kc9vgr_oz,10474,5,0,-991.759705,-778.331116,503.995148
rk70534,10484,3,1,744.085876,902.694397,-467.390839
dovorah001,10499,3,0,-951.21106,-907.575134,513.356506
USTweetsDistill,10504,3,4,230.592804,-618.138184,-5.804724
idontcall911,10511,3,0,-1100.523315,-934.527161,651.798889
DanielBackstro1,10523,3,1,451.84726,531.204102,-225.53212
laurie_snyder,10533,3,2,461.53714,-497.595886,-448.815125
WirSindAlleFRK,10538,8,1,382.302521,579.875793,-217.112854
tnfortrump,10559,3,0,-735.112,-834.20929,373.83313
SNOOPaLUPE,10561,3,5,-21.285501,-254.435364,148.966263
TheMadHessian,10567,3,0,-623.654114,-688.919189,357.364136
LucySullivan888,10573,6,0,-755.144226,-925.073242,456.467651
whitedog257,10576,3,5,958.968689,-833.074402,446.7005
customwww,10607,3,0,-822.830505,-1243.978516,649.83374
Perley56,10625,6,0,-847.840576,-1013.252808,688.501343
samuelbinns,10642,4,1,439.365326,988.3526,-735.8526
MarcoCoalition,10648,3,6,238.292175,-974.877747,639.895325
LexiD17,10656,4,0,-933.35498,-1012.481201,477.668243
AndreFrato,10660,3,1,217.809296,888.22522,-164.768234
CNNSotu,10661,4,1,145.862137,977.217407,-17.801497
TAW3333,10664,3,2,227.811615,-613.568726,-352.091949
julynewmoon,10665,3,1,689.075745,799.536743,-169.536942
TeamMarco_IL,10681,3,6,318.596252,-1000.834473,593.726563
bluedgal,10686,3,2,622.644104,-766.087097,-597.725647
ccarolson,10687,3,6,248.872299,-1047.032349,697.585632
vihleee,10688,7,1,230.755692,637.579102,-489.481384
TheInformedElec,10693,3,1,338.529816,589.608459,-257.137848
MariaVieito,10698,3,1,518.604675,962.644104,-391.997314
GreyRider6,10705,3,0,-1000.411194,-839.518127,371.303802
Faustina_gt,10706,3,0,-1073.1427,-1078.539063,854.327454
Momofth333,10711,3,4,49.366459,-1398.401978,652.055603
mydakini,10735,4,1,369.134979,346.473267,-290.05542
Shirley09484100,10738,4,4,-110.882896,-1209.636108,696.513733
Trumpwall2016,10739,6,0,-837.636902,-966.322388,348.145416
avtramontano,10764,3,1,427.745514,905.190674,-215.21254
Bmessex2015,10785,3,1,382.136322,1002.95575,-632.009583
mysweeetBaybee,10789,4,2,566.948853,-717.592651,-671.004883
jamss3468,10792,4,0,-1009.204834,-1006.8974,772.907593
HBregel,10794,5,1,355.643646,361.676392,-152.641937
thatdad1960,10795,4,0,-928.874084,-885.852905,714.832275
ismarted,10819,6,1,577.483398,564.123657,-493.725281
DJGreenwald,10827,4,4,65.922424,-1153.702515,663.865295
aknobel89,10850,3,1,163.985092,1009.522949,-94.614601
IowaBuddies,10851,4,1,312.468781,1043.840332,-121.091103
revdojoe,10856,4,0,-906.728638,-992.642517,461.802063
LizardTrump,10871,3,1,648.375366,575.54541,-279.347626
skyoversc,10879,6,1,589.088989,970.931519,-492.750031
LydSalt,10882,7,2,467.135162,-627.764099,-612.884827
CameliaDitch,10892,5,0,-969.034912,-992.682617,809.128174
markgoodenow1,10894,3,1,704.786438,799.429932,-544.270874
NedaMaze,10895,3,1,371.122162,371.479828,-501.584991
TreesDanceAlone,10905,5,1,463.993408,747.693237,-22.445559
shiloht88,10913,3,1,760.698059,887.137695,-330.501526
GottaLaff,10918,14,1,564.687927,556.818604,-499.922028
CNNSitRoom,10928,6,0,-356.840179,-458.123444,207.945694
chadhaines859,10943,6,0,-728.603516,-984.010315,473.106049
JosephMonaco,10948,6,0,-796.028992,-950.033386,790.238281
snoozinglion1,10955,3,0,-1191.226196,-1016.407288,658.788574
WrkngClass4Bern,10968,8,1,626.964966,815.831055,-259.481598
KolosiekE,10973,5,0,-872.6828,-983.844238,860.894226
peterlee25,10982,3,1,144.033859,994.277954,-501.557861
leirerglen,10983,4,5,971.591187,-830.270447,485.713684
estru1226,11006,4,1,659.813904,1015.624207,-348.420624
catsim7,11013,3,4,13.710189,-1423.792114,653.677185
hunkaberninlove,11024,13,1,523.330261,698.754639,-476.090302
t_post7,11026,7,1,343.678314,571.705872,-427.223816
SkipHatos,11042,3,1,311.939972,560.813843,-312.036926
axlejazzo,11043,4,0,-985.783569,-1011.145935,788.86615
Ken200960,11048,4,0,-1039.956177,-940.083862,715.028748
allandnnn,11052,3,1,182.880371,860.002075,-146.710175
vandriver630,11053,4,1,277.444397,830.646851,-179.332504
howtoquityou,11057,3,2,255.707565,237.03215,-330.827271
annepaezNOLA,11066,4,4,25.067999,-1280.450317,751.615234
sheenA_8886,11083,4,2,630.468384,-667.578552,-537.394165
cheyannecouv,11089,4,2,595.407104,-690.234619,-666.113281
danielbonaire,11110,6,1,308.947601,657.386047,-502.325653
Jennife30635376,11122,6,0,-976.039429,-834.711548,792.213867
Tea_Alliance,11144,9,0,-749.513977,-947.627197,777.727783
bernieforbernie,11148,6,1,683.46991,979.416504,-370.785828
iBrianHamilton,11155,3,1,375.30957,530.075745,-275.594818
BenSpielberg,11156,3,1,596.894226,570.671204,-222.993896
LeeSutton4,11164,3,4,-577.885132,-1005.296936,369.973358
TeensForRubioNC,11165,3,6,264.773499,-1028.593018,690.448425
mountaingyrl99,11175,4,0,-993.828552,-882.323059,534.876526
ZuzulMarcia,11191,3,4,-796.486755,-1077.538696,699.461609
2016FeelTheBern,11196,3,1,551.886719,833.166321,-398.91571
dougmillsnyt,11198,5,2,408.480103,-691.486572,-593.838562
Red_Sox_Fan777,11202,7,2,437.272186,-548.139343,-513.865906
brian_vanvreede,11209,3,0,-1119.520386,-944.323364,368.819183
matthewmailbox,11217,4,6,248.708649,-1007.492188,665.038391
lynne_britany,11222,3,1,212.177322,645.40863,-199.784149
wrmilligan2,11224,8,0,-793.64209,-947.391724,692.501953
YgaelT,11233,3,1,306.460754,866.801636,-190.200653
drunk8_leg,11241,5,0,-751.286804,-1031.047974,668.926392
jthomson4bernie,11250,5,1,573.769775,699.196472,-229.287659
WatashiGuru,11252,3,1,280.465912,915.028625,-708.347656
threatcon5,11262,8,1,585.838989,636.338562,-499.084106
EuniceStevens15,11280,4,0,-835.719849,-1136.08728,643.393982
SonOfNRO123,11288,3,1,85.178963,973.176331,-421.980103
lorrik24,11294,5,0,-1087.91272,-1042.926514,530.902954
Steve_Girschle,11298,5,3,-7.322351,-1158.594727,1195.021362
NEforBernie2016,11303,3,1,662.933899,946.187195,-557.926208
BringBackUS,11304,3,4,68.620369,-1311.17627,569.115234
ForMotionCreatv,11318,3,0,-358.378662,-1032.856201,584.101257
CarrollQuigley,11319,3,1,219.090057,1026.481323,-691.612183
early_kenneth,11321,4,2,-789.25647,-891.072571,603.934937
sadghjashdjasg2,11330,3,0,-995.522339,-1092.307007,840.165955
disler_frank,11337,6,1,458.38324,544.882751,-524.42926
realBethNeale,11345,4,0,-1066.003052,-977.396729,614.66925
JamesDorsey4,11347,4,1,220.076431,888.898499,-367.940063
broncoskolar,11366,4,1,264.159668,992.822144,-551.35321
ColinIbrahim,11368,3,1,223.401077,521.366821,-418.802612
DestructiveChem,11375,3,6,270.591248,-1089.635254,650.529602
SoulWithoutVoic,11382,3,1,632.635315,1040.403931,-360.249115
MattDaley210,11412,3,1,372.721283,1065.368286,-329.21817
mommanurse1,11418,3,0,-953.705078,-1257.169067,578.982788
jaflowers2,11427,3,1,649.011719,844.196106,-272.511902
BhaktinLAyres,11440,3,1,584.250793,619.023315,-55.110298
JimWindes,11442,3,0,-719.265991,-602.717285,333.055573
BigMuscleBabe,11445,5,0,-1013.429382,-1012.368652,804.411316
j_khazen,11447,3,0,-681.266113,-988.219604,815.990173
BigDinTheBoro,11456,3,4,70.719482,-667.003418,384.910095
dixiefortrump,11470,3,0,-839.85498,-1144.650513,711.873169
DYERsituation_,11474,3,2,705.845642,-703.437622,-646.289978
VermillionRich,11476,3,0,-993.681458,-1080.00293,731.48999
creamycecily,11481,3,1,332.48465,1046.51709,-468.506256
GleekAmber,11484,3,1,199.477524,724.741272,-534.064514
PoliticalMomma1,11488,3,6,297.179108,-950.05896,649.819824
BOBOROURKE,11512,3,0,-789.613831,-1143.939697,642.184753
SandraHollibau1,11517,3,1,225.828445,770.133057,-369.239441
katiebug8187,11524,3,0,-947.77832,-739.873962,542.931335
KatiePavlich,11538,3,4,-504.391022,-1369.315063,655.603516
dezgavoo,11544,3,1,585.588928,1102.663208,-593.268616
PoliticalMikeGB,11546,5,0,-957.187866,-863.748169,382.827301
MarcielleYoung,11549,5,0,-932.352661,-1139.439697,673.030334
adline35,11554,5,2,642.596191,-618.516235,-644.003479
OmaTalley1,11561,5,0,-972.27948,-809.851257,575.099854
JJBoomBoom1776,11568,4,0,-999.913269,-1206.789063,511.447906
NoiseCollector_,11569,9,0,-1003.13147,-1209.445068,658.153259
suz_hol,11591,3,2,529.030823,-668.045288,-587.239685
ClementsIra,11601,3,2,699.02655,-604.587402,-536.12561
Firebrickman,11620,3,1,497.190826,658.376282,-627.958618
seksi,11640,4,1,349.278839,704.723267,-265.242493
MeOnAJourney,11642,3,0,-893.103455,-1221.637817,475.110748
g8torgrrl,11652,3,1,640.173462,608.924744,-563.556641
MyDriver88,11662,3,4,31.934587,-1343.399658,724.924561
vmpcott,11663,4,4,106.802238,-1293.410278,608.739685
TimKelley26,11675,3,4,113.036095,-1335.866089,643.390381
Raddmom,11685,5,0,-953.899475,-877.145935,831.314331
FeelTheBernToo,11696,3,1,353.388,535.842224,-590.88208
SDzzz,11699,4,2,591.705933,-737.700562,-630.299622
creativekurt1,11743,4,1,639.441589,969.098022,-302.348999
optimistic_now,11760,3,0,-915.513245,-1089.21521,739.850769
jodalatour,11796,4,1,660.985474,639.097961,-453.575348
IndigeniusBstrd,11798,3,1,328.518646,468.982117,-360.952942
wcjman26,11828,3,1,623.267761,965.160034,-926.552551
Kathleen2ndA,11840,5,0,-805.668579,-1060.327881,715.91925
StephenKiluk,11842,5,1,125.058029,915.035828,-195.347549
EdSanchez_1976,11851,4,0,-1150.178101,-1044.804321,289.650879
bluestarwindow,11852,3,0,-1003.165344,-889.043579,847.967224
bwtanker,11871,4,4,-312.730499,-1139.460449,639.995178
asdhytaghfbyho1,11919,3,0,-1042.908569,-1112.287231,938.438049
Ps5725,11931,4,4,-308.916901,-1240.536499,677.686096
Rindie62,11938,4,2,707.068665,-697.62207,-605.082581
alenesopinions,11941,4,0,-791.832764,-1164.297852,801.539063
noco4bernie,11952,3,1,297.921082,418.227783,-311.883514
NewRBEworld,11970,8,1,523.641052,912.866333,-392.34967
cheryluwoodford,11979,6,1,274.694672,1033.067505,-646.029236
stanspak,12000,3,1,468.955933,268.052856,-464.116852
USAforBernie,12009,6,1,566.826599,992.932861,-620.380615
reject69187,12030,3,1,240.019592,975.933899,-113.485954
DesmoNYCLMT,12045,3,1,470.75766,865.07489,-54.323952
shelbydoll1,12049,3,0,-955.076233,-1060.182129,445.613678
SteveL202,12071,3,1,828.185425,821.659912,-406.023468
PaulNewell4,12072,3,4,-481.585388,-1330.579834,661.527832
JenGranholm,12087,3,1,-64.255417,367.555695,-336.723846
GenerationRubio,12103,3,6,293.32608,-987.248169,651.581177
feistybunnygirl,12111,3,2,497.139771,-569.565125,-660.138794
147DW,12112,3,4,-799.516174,-1063.659668,859.881958
LAgirlrebelyell,12115,4,0,-796.131531,-998.852173,366.573181
galtinthegulch,12124,4,6,-151.976303,-1076.168823,630.954163
Linda_2008,12131,4,0,-936.690796,-1018.409912,760.981018
sueday1970,12138,3,1,457.335297,684.827698,-51.010468
petelockhart19,12143,4,0,-959.252441,-843.754395,710.119995
ReaganHentschel,12144,3,6,52.088402,-465.660126,664.875427
topaz1968,12150,4,1,548.78656,524.010437,28.408758
sydphiluxy,12151,3,0,-625.161621,-697.372253,417.286163
Jodygirl1010,12167,3,0,-974.92157,-863.471802,863.864136
TammySteiger,12169,4,1,774.451599,666.958679,-543.381287
BLUIZK81,12173,7,0,-1109.27832,-860.104614,428.141174
GPOFNYC,12181,3,0,-1189.385864,-901.197388,375.937744
SuperStarCam1,12201,3,6,-47.149647,-254.684052,141.581314
M1keeuk,12217,3,0,-806.417053,-1046.987183,494.042419
GeneMcVay,12221,4,0,-1106.278564,-816.029419,597.272583
commondreams,12229,3,1,822.040649,801.304382,-222.163116
ScottMDixon22,12230,3,4,-220.834366,-1307.6875,796.869507
betsypearce,12251,4,0,-743.432495,-750.168274,460.130493
FilipVFresh,12252,4,1,361.486572,747.991699,-695.999084
jimalle26279141,12260,4,0,-1193.952026,-1061.344604,765.475342
mmmm1026,12272,3,1,496.95108,881.80896,-322.362152
Crusade4Honesty,12273,3,0,-1186.064575,-983.5672,450.608856
joemungus,12298,3,1,266.491119,264.266052,-112.316475
sammingtons,12300,4,1,213.375381,994.619873,-749.980408
HVACSALESPRO,12304,4,0,-1239.561279,-959.030457,525.566772
KyleHeberger,12343,3,1,278.038818,726.290833,-509.306824
BartMcCoy5,12346,3,0,-883.452454,-738.332092,502.509064
Lisa_Luerssen,12363,6,0,-839.015259,-1069.056274,709.835022
PatriotCzar,12365,3,4,48.183956,-1442.648682,648.0177
BrittanyUSABoom,12383,5,0,-726.967102,-1092.545044,836.558472
GinoTheBeagle,12386,4,0,-868.334961,-1049.122681,310.271759
BLPopculture29,12397,3,1,366.57782,907.638306,-647.531677
TrumpWisconsin,12400,5,0,-560.482361,-789.583557,675.956909
mxsawyer,12415,3,1,193.637222,658.124023,53.353825
michaelbeatty3,12434,3,0,-1006.715942,-1148.645142,426.307037
winkiechance,12435,5,0,-901.421509,-736.782471,479.789917
Georgia4Bernie,12439,4,1,311.079895,1105.718506,-419.459473
rodsandguitars,12444,3,0,-99.391052,-844.451599,654.770935
ShaunaRRichards,12472,3,2,655.284424,-761.171631,-560.006531
Amarillotxsguy,12478,6,6,290.088654,-932.469238,619.002258
IamIDenver,12498,5,1,465.589081,1040.150391,-198.185043
lilyaniris,12500,10,1,650.496338,697.108765,-202.519577
Saberghoff,12502,3,2,585.801208,-715.330627,-677.35614
StevePerkins14,12517,4,4,-7.157873,-1305.591064,600.880737
TROJANUSA,12527,3,0,-605.30896,-870.343323,558.829651
zen_like1,12556,3,1,124.385689,1010.990234,-420.466888
wallen_jeanine,12564,3,0,-922.242371,-1139.702271,563.915771
jeffgully49,12610,6,0,-369.119415,-780.705811,406.543182
penalba_david,12612,4,0,-908.191528,-958.132751,252.926392
SophieInCT,12616,3,2,647.245789,-814.890625,-578.794006
urbine81,12620,4,2,613.28949,-613.338257,-682.675659
PatriciaBride,12631,8,0,-779.469482,-882.859314,376.899689
BobCroaker,12635,3,1,654.294128,859.249939,-494.519073
richie2018,12645,3,1,564.720276,986.778992,-64.745804
iliveamongyou,12653,3,0,-1164.442383,-1166.804565,416.211182
sjtaylor1223,12660,5,1,721.459412,810.583313,-394.8508
BernPress,12661,8,1,507.400726,537.793274,-353.845734
FairDealDaveNH,12673,4,0,-938.570129,-891.8125,466.664001
FehnPete,12692,4,0,-790.08844,-1174.440552,471.465973
Pros_and_Khans,12699,3,1,181.303894,787.558533,-459.64679
santiagos58,12703,3,0,-936.419861,-978.861877,441.588135
iowanpolitics,12727,3,6,-40.699303,-656.764893,410.754639
TracyLeeKhan,12734,3,0,-1100.00647,-1038.399536,945.456665
Rohappy2behere,12740,4,1,337.451111,910.956482,-774.697693
SRottenberg,12750,4,2,579.446167,-744.638611,-643.822205
PicBernie2016,12751,3,1,486.225647,918.711853,-47.843227
JaniceFarley,12752,5,0,-1087.669678,-1070.282715,707.930054
RhettRiley1234,12763,5,0,-1021.06189,-1054.183716,664.326233
BernieISONFIRE,12765,8,1,175.773605,948.469788,-135.680664
stevesmithis,12777,3,1,127.57534,1015.678223,-380.971527
heykerrieannn,12783,6,1,657.844543,822.29541,-214.870819
MetalDanIRL,12789,6,1,281.803955,924.288269,-302.651978
_RyanMillz,12811,5,1,647.496582,835.705688,-425.027344
ZiembaDenise,12823,4,0,-817.772217,-1103.696411,747.705933
wolvesofamerica,12830,4,4,-34.047977,-1341.497437,630.937073
SenatorRonbo,12841,3,0,-1055.777954,-1384.622925,581.289734
spandakolis22,12846,4,1,324.636505,543.957153,-222.27066
MikePuskar2,12858,4,2,-740.038391,-568.497253,289.168793
_rnizuki_,12868,3,1,49.945835,873.691101,-560.187317
HowardIRubin,12874,3,1,451.385254,511.941772,-38.710262
saily_calderon,12883,3,1,603.410828,1092.636597,-357.309998
mears_sally,12900,4,1,526.987976,699.424683,-739.356079
TINAHILLSTROM1,12916,4,0,-735.127319,-826.5672,460.383331
QuinnipiacPoll,12922,3,0,128.149963,78.240761,-109.487061
ispytexas,12937,5,0,-953.419067,-1199.901611,472.328888
Nuncle_chiney,12949,3,1,184.779968,1049.171753,-455.839783
otakuproxy,12981,4,0,-15.913338,-460.655914,265.656769
JOEROWE409,12986,5,0,-1018.487854,-871.666931,633.53241
ncwv4bernie,13000,3,1,609.707947,723.590149,-106.487373
KimLSB310,13001,4,1,368.966187,920.38324,-665.60321
kenlweb36,13017,3,4,-839.371582,-1210.38623,459.31778
ImSeekingTruth,13018,3,1,141.495193,668.974304,-554.003479
Mferris67,13033,3,0,-1095.570435,-1352.814697,502.039673
saku_zuckerberg,13048,3,1,233.633804,471.06897,-330.739594
Mysticular,13054,3,1,423.809113,654.420654,-316.26474
nancypa14679248,13067,3,2,-168.804871,-645.684326,373.707123
teamhuck16hq,13071,3,3,-17.017025,-1174.010132,1169.035889
elisesrn1,13085,3,1,629.417786,586.256348,-16.616991
SymoneDSanders,13086,6,1,184.619797,902.142395,-251.15506
vikkideiter,13116,5,0,-649.734497,-1057.085449,676.749573
Amycrocker76Amy,13127,4,2,289.338928,-613.356384,-457.580536
to_godsprincess,13134,5,4,7.878295,-1311.738159,727.97937
Tonyher9,13135,5,0,-736.029968,-835.821716,617.208069
dualkoondog,13136,3,0,-729.014343,-1000.717224,737.126953
SSReaney,13165,3,4,-467.218353,-440.456116,243.678101
swirlgyrl,13170,5,1,448.692627,677.684998,26.306555
Redheadedbird,13183,4,0,-1101.9729,-1002.606873,586.626709
marksmile100,13206,7,0,-580.05719,-900.786743,549.096252
ImWithRubio,13215,3,6,329.440735,-1038.29248,642.968018
Bugzee12,13223,4,1,503.751862,724.80426,-432.553131
gmiller1952,13251,3,4,-177.712006,-1336.523438,659.498901
ruddud01,13287,3,2,484.095795,-640.228577,-599.434814
1_Hoof_Hearted,13288,5,4,-364.902679,-1262.241455,596.222717
1isten_up,13305,5,0,-863.068665,-1030.893433,510.428802
missynorris411,13316,3,0,-581.932129,-989.76123,312.376892
globaker56,13321,3,4,50.045582,-1329.582886,570.074402
ChestnutPrince,13325,3,0,-816.50354,-1136.87439,309.981232
lisafedup,13338,4,1,-832.050842,-667.388733,368.422516
ganter91,13354,17,1,346.190948,1077.262939,-483.336151
robinjpearson,13364,3,1,222.639282,921.114746,-286.486938
theorangevine13,13371,3,1,475.751495,876.533569,-122.415451
jmstingray647,13374,4,0,-842.78656,-935.653564,830.2323
drawandstrike,13378,3,6,305.16452,-411.1474,324.751862
emilyplacido,13383,4,0,-1027.334106,-939.292542,467.315887
MargieLBrown,13384,5,0,-974.86792,-818.240295,392.40744
mybabysc01,13386,3,0,-1240.883301,-965.476501,479.127991
courtneysimmone,13391,3,6,379.720093,-1037.53894,690.574463
jmspivey37,13393,4,1,564.744751,543.907043,-576.084961
peaceisactive,13403,5,2,522.305237,-236.910782,-556.102417
skynetwatching3,13404,3,5,1062.098755,-850.339905,476.157318
jay_garrelts,13421,3,1,384.8302,672.569641,-116.81208
CoffeeSlP2016,13428,5,0,-782.995056,-1051.846558,528.019348
bephil87,13429,4,1,494.01532,894.579773,-133.278671
Lindar52Rowe,13456,3,4,-112.37532,-1262.734985,803.823853
tomszawacki,13487,3,1,279.481415,694.925781,-715.682068
zoeziz,13490,3,0,-1076.822754,-873.441406,480.241089
lasbillreif,13511,3,2,698.448059,-759.702148,-625.161621
EMRapidRescue,13531,3,1,415.045013,696.478271,-717.624023
StephanBraun81,13532,4,1,381.894287,834.101807,-217.110641
csirigiano,13542,3,0,-1009.205383,-1021.499146,271.909058
CajunKangaroo,13543,9,0,-958.551941,-1038.021851,344.526062
LGBTforBernie,13552,4,1,384.519104,1011.295715,-677.414551
vnieder,13558,3,1,231.308716,790.692078,-495.485657
Kilgore_Trout25,13572,5,1,234.730255,919.87677,-552.673462
AmarJasika,13582,4,1,340.10144,1029.41748,-383.530304
fortcavins,13621,3,1,283.845581,669.475891,-435.615997
bakerlarry84,13639,3,4,-245.678589,-1207.356445,636.083557
sabraeliza,13645,4,1,233.398041,405.145416,-459.168457
battleaxe5700,13649,3,1,486.237,582.611572,-368.95285
ConservativeGM,13663,8,0,-936.782837,-1177.461426,745.276917
ThisWickedWorld,13665,4,1,605.336914,865.559998,-162.134598
Maryland4Trump,13666,7,0,-1086.473267,-1005.997131,720.166931
virginia4bernie,13667,4,1,410.185486,1010.886658,-180.041824
scmagoun2,13682,4,0,-693.321533,-953.467957,831.047791
averc83,13698,3,1,173.370407,952.702087,-640.953613
alternate_idea,13700,4,1,202.460037,1041.091064,-178.867279
Eminatyr,13701,3,1,248.24852,1099.246094,-570.998901
YLu1220,13722,5,0,-954.307251,-1047.727905,615.542542
Fayk_C,13725,4,1,320.368347,1093.63855,-666.453125
SusanStopsongs,13735,6,1,487.034302,589.82843,-477.803192
dantegtmeyer,13736,5,0,-830.341736,-1113.81665,784.797607
mlrisdon,13742,6,4,-765.725525,-1000.945923,634.53772
kodaktyl,13747,5,1,240.367355,1045.67627,-631.812622
kostopou1,13757,3,0,-918.326355,-990.1026,265.776428
LuvLuchia,13782,3,1,241.365387,466.351196,-649.233459
kbolten,13805,3,3,29.593697,-1155.308472,1213.507446
GlennSilva76,13830,4,4,-6.115695,-1318.653198,719.111328
StoneSculptorJN,13834,5,1,524.542908,1093.886475,-439.001923
HaroldKelleyJr2,13846,3,4,-689.030579,-1333.071411,574.502075
noahjkim,13850,3,2,673.89563,-427.001129,-452.982971
MacGuru96,13851,3,1,427.344391,638.240051,-132.591919
UnitedCitizen01,13878,4,0,-1017.672363,-1132.404541,637.956726
Whoop9,13897,6,1,301.639526,696.538208,-359.855621
MirageRanch,13901,3,0,-980.173035,-1235.356201,502.165283
TawnyaSchultz4,13902,4,0,-1143.788086,-864.751587,401.054749
whodoesthat945,13923,5,1,483.062622,602.221008,-169.495499
DGrant39107133,13929,3,0,-1061.024048,-885.204163,738.342163
BobFeelsTheBern,13940,3,1,224.149841,928.963867,-537.799072
SwageNYC,13941,3,1,213.664795,852.059082,-314.730835
GARY1010,13947,3,4,-492.979523,-1235.06543,558.397217
cafox71,13966,4,1,221.766983,535.098572,-290.787048
PIE20121,13980,3,2,617.267639,-766.956665,-688.498718
melaniesdavis,14005,3,1,115.136887,908.5495,-593.679504
pennybishop16,14058,8,0,-962.20636,-897.241211,783.679138
Addison34,14067,3,1,188.988815,797.350525,-332.380188
Easy8Jokich,14087,3,0,-963.262634,-786.274292,637.376587
brandy_pelt,14097,8,4,63.268669,-1279.515503,588.389648
hanklerphil,14106,3,1,192.701035,1022.08374,-338.853455
jrivera64,14118,3,1,124.954979,531.128052,-144.187576
OnlytoEngage,14119,4,1,348.777618,953.321411,-209.11412
ThePoppaJ,14123,5,1,328.203552,674.861755,-490.714966
rharrisonfries,14128,4,0,-790.813171,-1004.938904,702.40625
FroggyLilipad,14130,3,0,-786.084778,-1108.633667,253.956604
chemical_lab,14140,3,1,661.229187,642.402466,-211.39241
GreatArtiste45,14208,3,0,-891.314087,-1148.833008,561.826904
SynergyByDesign,14210,4,0,-937.303162,-1066.39978,383.577087
KMCaton,14260,3,4,-193.524338,-1320.084717,617.252869
TardisMechanic1,14261,3,1,721.776245,886.33374,-398.043671
pegggerrzzz123,14314,3,1,499.331024,605.816711,-389.208923
BarnabasNomber,14350,4,1,201.155258,971.272888,-524.866638
JoannaWoman991,14358,5,0,-967.575195,-946.314087,521.703796
Retro94,14359,8,1,243.144119,723.721069,-521.575195
